ORDER_ID,CUSTOMER_ID,ORDER_TS,REGION,PRIORITY,PACKAGE_WEIGHT_KG,DISTANCE_KM
ORD002184,CUST00528,2026-01-23 04:32:00,SOUTH,STANDARD,24.12,79.1
ORD002185,CUST00027,2026-01-10 16:26:00,WEST,STANDARD,5.07,21.2
ORD002186,CUST00368,2026-01-09 10:33:00,SOUTH,EXPRESS,20.87,89.6
ORD002187,CUST01057,2026-03-30 09:50:00,SOUTH,STANDARD,1.2,36.5
ORD002188,CUST00001,2026-05-23 04:41:00,EAST,STANDARD,0.84,90.2
ORD002189,CUST00646,2026-01-13 04:59:00,NORTH,EXPRESS,11.87,39.2
ORD002190,CUST00732,2026-01-17 14:27:00,WEST,EXPRESS,24.03,20.8
ORD002191,CUST00721,2026-03-12 01:39:00,SOUTH,PRIORITY,1.12,97.9
ORD002192,CUST00162,2026-05-13 22:41:00,NORTH,STANDARD,20.91,32.0
ORD002193,CUST00510,2026-04-20 21:23:00,NORTH,PRIORITY,1.36,59.5
ORD002194,CUST00026,2026-05-11 17:51:00,EAST,STANDARD,7.93,65.2
ORD002195,CUST00307,2026-02-02 16:36:00,NORTH,EXPRESS,0.8,25.9
ORD002196,CUST01115,2026-04-12 05:26:00,WEST,EXPRESS,7.11,116.7
ORD002197,CUST00026,2026-01-28 20:08:00,WEST,STANDARD,15.28,41.2
ORD002198,CUST00418,2026-05-12 18:06:00,SOUTH,STANDARD,10.55,24.8
ORD002199,CUST00043,2026-04-02 20:14:00,CENTRAL,PRIORITY,19.1,101.0
ORD002200,CUST00345,2026-01-08 17:14:00,NORTH,STANDARD,15.46,65.4
ORD002201,CUST00409,2026-05-05 04:14:00,SOUTH,EXPRESS,9.59,12.5
ORD002202,CUST00818,2026-02-14 02:48:00,SOUTH,EXPRESS,2.96,79.1
ORD002203,CUST00301,2026-01-04 13:02:00,EAST,STANDARD,22.64,81.7
ORD002204,CUST00117,2026-04-08 01:34:00,SOUTH,PRIORITY,22.41,10.5
ORD002205,CUST01173,2026-03-03 22:55:00,SOUTH,STANDARD,10.65,95.3
ORD002206,CUST01181,2026-03-10 16:26:00,NORTH,STANDARD,24.41,17.4
ORD002207,CUST00617,2026-01-04 05:50:00,SOUTH,STANDARD,20.36,109.0
ORD002208,CUST00107,2026-03-13 20:39:00,SOUTH,STANDARD,10.02,52.6
ORD002209,CUST01088,2026-04-27 22:52:00,NORTH,EXPRESS,10.84,100.7
ORD002210,CUST00338,2026-01-11 22:28:00,SOUTH,EXPRESS,3.75,17.1
ORD002211,CUST00410,2026-05-20 22:47:00,WEST,EXPRESS,14.3,83.8
ORD002212,CUST01093,2026-03-20 14:22:00,NORTH,STANDARD,24.18,42.5
ORD002213,CUST00528,2026-05-28 22:42:00,EAST,PRIORITY,14.85,17.3
ORD002214,CUST00585,2026-03-02 05:04:00,SOUTH,STANDARD,3.28,2.9
ORD002215,CUST00798,2026-03-05 13:49:00,EAST,STANDARD,7.23,100.8
ORD002216,CUST00760,2026-01-28 10:46:00,NORTH,STANDARD,12.48,38.5
ORD002217,CUST00837,2026-01-19 22:02:00,WEST,EXPRESS,7.88,51.3
ORD002218,CUST00864,2026-03-16 04:17:00,NORTH,STANDARD,8.96,119.3
ORD002219,CUST00767,2026-02-06 11:39:00,NORTH,STANDARD,5.91,87.4
ORD002220,CUST01079,2026-03-22 08:33:00,CENTRAL,STANDARD,3.4,31.4
ORD002221,CUST00630,2026-03-22 18:36:00,CENTRAL,STANDARD,17.8,116.3
ORD002222,CUST00958,2026-04-17 11:27:00,NORTH,STANDARD,11.61,69.1
ORD002223,CUST00829,2026-04-16 23:16:00,SOUTH,STANDARD,9.83,15.6
ORD002224,CUST00943,2026-03-14 08:05:00,CENTRAL,PRIORITY,9.48,56.8
ORD002225,CUST00971,2026-05-27 02:53:00,NORTH,STANDARD,6.26,1.7
ORD002226,CUST00496,2026-02-09 18:08:00,SOUTH,EXPRESS,3.76,85.1
ORD002227,CUST00431,2026-04-14 04:48:00,WEST,STANDARD,1.19,104.4
ORD002228,CUST00943,2026-03-10 17:02:00,CENTRAL,EXPRESS,16.39,31.7
ORD002229,CUST00459,2026-05-12 11:47:00,CENTRAL,EXPRESS,16.36,6.6
ORD002230,CUST00134,2026-03-19 07:20:00,CENTRAL,STANDARD,19.08,21.8
ORD002231,CUST00609,2026-04-01 07:07:00,NORTH,EXPRESS,13.23,106.8
ORD002232,CUST00551,2026-05-06 20:50:00,EAST,STANDARD,9.85,109.9
ORD002233,CUST00414,2026-04-11 13:51:00,SOUTH,STANDARD,0.29,100.0
ORD002234,CUST00309,2026-01-24 14:28:00,WEST,STANDARD,11.78,25.2
ORD002235,CUST00070,2026-03-14 18:44:00,WEST,PRIORITY,18.31,4.4
ORD002236,CUST00071,2026-03-03 05:53:00,CENTRAL,STANDARD,15.67,95.7
ORD002237,CUST00969,2026-05-25 06:18:00,EAST,EXPRESS,3.48,60.0
ORD002238,CUST00861,2026-01-26 07:42:00,EAST,STANDARD,0.26,111.2
ORD002239,CUST00830,2026-02-05 00:05:00,CENTRAL,EXPRESS,9.05,101.8
ORD002240,CUST00646,2026-04-19 13:38:00,WEST,EXPRESS,5.38,63.2
ORD002241,CUST00569,2026-04-20 03:23:00,NORTH,STANDARD,22.86,61.2
ORD002242,CUST00426,2026-01-27 06:26:00,WEST,EXPRESS,11.03,26.8
ORD002243,CUST00781,2026-01-19 17:09:00,SOUTH,STANDARD,18.02,70.7
ORD002244,CUST00696,2026-02-11 18:03:00,EAST,STANDARD,17.56,22.7
ORD002245,CUST00282,2026-02-05 09:42:00,CENTRAL,PRIORITY,17.64,37.2
ORD002246,CUST01033,2026-05-07 23:14:00,WEST,STANDARD,12.93,60.6
ORD002247,CUST01077,2026-04-28 07:08:00,CENTRAL,EXPRESS,1.63,79.2
ORD002248,CUST00410,2026-05-08 07:12:00,EAST,STANDARD,9.38,37.4
ORD002249,CUST00665,2026-04-05 01:26:00,WEST,EXPRESS,15.66,68.5
ORD002250,CUST00911,2026-01-29 07:33:00,SOUTH,STANDARD,3.16,100.9
ORD002251,CUST00787,2026-03-15 05:01:00,SOUTH,STANDARD,10.58,43.4
ORD002252,CUST01023,2026-05-02 09:39:00,CENTRAL,PRIORITY,8.2,90.4
ORD002253,CUST00353,2026-02-16 15:05:00,WEST,STANDARD,0.34,7.2
ORD002254,CUST01088,2026-01-25 10:10:00,EAST,EXPRESS,9.06,50.4
ORD002255,CUST00316,2026-02-02 03:07:00,EAST,EXPRESS,6.65,92.6
ORD002256,CUST00414,2026-02-06 22:45:00,CENTRAL,STANDARD,13.45,51.7
ORD002257,CUST00086,2026-05-14 04:14:00,NORTH,STANDARD,23.97,49.6
ORD002258,CUST00843,2026-01-12 07:28:00,SOUTH,STANDARD,17.4,88.0
ORD002259,CUST00142,2026-02-08 22:49:00,EAST,EXPRESS,0.5,92.6
ORD002260,CUST01180,2026-03-30 21:38:00,SOUTH,EXPRESS,8.55,19.2
ORD002261,CUST00798,2026-04-22 04:28:00,EAST,STANDARD,7.61,109.8
ORD002262,CUST01044,2026-01-03 19:52:00,CENTRAL,STANDARD,16.08,114.4
ORD002263,CUST00690,2026-04-17 15:37:00,CENTRAL,STANDARD,16.51,52.4
ORD002264,CUST00091,2026-05-27 03:30:00,SOUTH,PRIORITY,8.97,64.1
ORD002265,CUST00036,2026-03-27 13:32:00,SOUTH,EXPRESS,4.01,28.1
ORD002266,CUST00943,2026-03-08 06:06:00,CENTRAL,STANDARD,23.73,79.1
ORD002267,CUST01071,2026-05-12 14:52:00,SOUTH,STANDARD,12.62,90.8
ORD002268,CUST00567,2026-01-20 13:12:00,CENTRAL,STANDARD,6.27,92.2
ORD002269,CUST01124,2026-03-10 20:01:00,CENTRAL,EXPRESS,4.31,51.0
ORD002270,CUST00395,2026-05-08 15:26:00,NORTH,STANDARD,4.71,71.3
ORD002271,CUST00185,2026-03-27 13:57:00,CENTRAL,STANDARD,7.51,18.5
ORD002272,CUST00048,2026-03-18 18:47:00,SOUTH,STANDARD,11.61,18.2
ORD002273,CUST01187,2026-01-06 03:51:00,SOUTH,EXPRESS,5.85,81.8
ORD002274,CUST01111,2026-04-25 12:24:00,WEST,STANDARD,22.24,34.4
ORD002275,CUST00532,2026-01-14 02:27:00,WEST,STANDARD,7.99,25.1
ORD002276,CUST00927,2026-05-17 14:11:00,SOUTH,STANDARD,1.84,70.4
ORD002277,CUST01143,2026-04-17 00:33:00,EAST,STANDARD,24.69,91.7
ORD002278,CUST01049,2026-03-22 22:46:00,WEST,STANDARD,0.77,19.5
ORD002279,CUST00310,2026-02-13 12:56:00,CENTRAL,STANDARD,2.9,14.6
ORD002280,CUST01120,2026-01-19 09:53:00,SOUTH,PRIORITY,16.25,65.3
ORD002281,CUST00055,2026-04-29 08:53:00,WEST,STANDARD,10.16,86.1
ORD002282,CUST00986,2026-05-23 02:58:00,SOUTH,STANDARD,3.77,66.8
ORD002283,CUST00895,2026-05-01 15:29:00,EAST,EXPRESS,11.46,6.5
ORD002284,CUST00848,2026-04-05 15:38:00,SOUTH,PRIORITY,4.94,43.2
ORD002285,CUST00484,2026-05-15 21:57:00,NORTH,EXPRESS,21.03,79.3
ORD002286,CUST00652,2026-03-22 08:17:00,NORTH,STANDARD,16.16,63.5
ORD002287,CUST00574,2026-02-18 04:50:00,NORTH,STANDARD,24.55,64.9
ORD002288,CUST00106,2026-04-29 20:00:00,NORTH,EXPRESS,23.42,117.4
ORD002289,CUST01098,2026-03-23 01:43:00,NORTH,STANDARD,18.8,98.5
ORD002290,CUST00923,2026-04-23 17:41:00,WEST,STANDARD,21.87,17.9
ORD002291,CUST01050,2026-02-23 09:25:00,EAST,STANDARD,11.93,97.4
ORD002292,CUST00136,2026-03-20 21:27:00,SOUTH,PRIORITY,15.41,58.1
ORD002293,CUST01193,2026-04-01 22:45:00,EAST,STANDARD,22.94,72.6
ORD002294,CUST00427,2026-05-10 14:57:00,NORTH,STANDARD,20.78,40.4
ORD002295,CUST00465,2026-02-11 12:12:00,SOUTH,STANDARD,9.52,119.1
ORD002296,CUST00507,2026-04-17 09:30:00,WEST,EXPRESS,0.79,56.5
ORD002297,CUST00965,2026-05-10 07:45:00,EAST,STANDARD,18.23,42.1
ORD002298,CUST00998,2026-02-18 23:45:00,CENTRAL,STANDARD,1.78,1.3
ORD002299,CUST01052,2026-05-02 04:49:00,NORTH,STANDARD,13.88,77.8
ORD002300,CUST00792,2026-05-08 12:11:00,NORTH,EXPRESS,6.53,67.9
ORD002301,CUST00264,2026-04-18 22:15:00,SOUTH,STANDARD,7.36,76.8
ORD002302,CUST00713,2026-05-17 14:52:00,NORTH,STANDARD,16.22,46.8
ORD002303,CUST00852,2026-03-10 21:37:00,WEST,STANDARD,15.07,45.9
ORD002304,CUST00808,2026-02-14 00:48:00,EAST,STANDARD,23.76,4.8
ORD002305,CUST00551,2026-04-22 23:22:00,CENTRAL,STANDARD,1.99,118.6
ORD002306,CUST00034,2026-01-18 07:45:00,WEST,EXPRESS,15.43,40.0
ORD002307,CUST00562,2026-02-23 17:28:00,NORTH,EXPRESS,5.44,93.4
ORD002308,CUST00890,2026-02-26 04:02:00,SOUTH,EXPRESS,9.55,7.3
ORD002309,CUST00263,2026-03-11 08:32:00,SOUTH,STANDARD,14.7,90.3
ORD002310,CUST00899,2026-03-10 15:08:00,EAST,EXPRESS,7.61,6.4
ORD002311,CUST00686,2026-03-04 17:47:00,NORTH,EXPRESS,24.47,100.0
ORD002312,CUST00289,2026-02-03 02:54:00,CENTRAL,PRIORITY,5.87,1.1
ORD002313,CUST00518,2026-03-08 00:05:00,EAST,STANDARD,18.53,11.0
ORD002314,CUST00534,2026-05-08 01:51:00,CENTRAL,STANDARD,13.02,71.2
ORD002315,CUST00017,2026-02-22 22:54:00,NORTH,STANDARD,7.28,53.5
ORD002316,CUST00766,2026-04-02 15:28:00,NORTH,STANDARD,18.13,64.8
ORD002317,CUST01193,2026-01-16 14:20:00,EAST,STANDARD,1.81,28.2
ORD002318,CUST01124,2026-01-15 09:06:00,CENTRAL,STANDARD,1.32,80.9
ORD002319,CUST00264,2026-03-02 10:42:00,WEST,EXPRESS,10.28,66.2
ORD002320,CUST00148,2026-03-10 00:32:00,EAST,STANDARD,18.63,2.5
ORD002321,CUST00112,2026-02-03 22:21:00,CENTRAL,STANDARD,8.51,78.0
ORD002322,CUST00591,2026-05-16 03:02:00,NORTH,STANDARD,19.75,4.2
ORD002323,CUST00646,2026-01-14 23:22:00,EAST,STANDARD,14.8,17.9
ORD002324,CUST00289,2026-01-24 16:24:00,SOUTH,EXPRESS,7.09,4.7
ORD002325,CUST00378,2026-05-02 06:43:00,SOUTH,STANDARD,9.57,78.9
ORD002326,CUST00629,2026-02-08 07:27:00,SOUTH,STANDARD,4.97,77.4
ORD002327,CUST00240,2026-05-26 06:25:00,SOUTH,STANDARD,18.38,31.2
ORD002328,CUST00819,2026-02-24 13:44:00,EAST,EXPRESS,10.82,1.6
ORD002329,CUST00549,2026-02-01 21:38:00,NORTH,EXPRESS,14.67,43.4
ORD002330,CUST00497,2026-02-20 15:02:00,CENTRAL,STANDARD,15.7,22.1
ORD002331,CUST00189,2026-03-03 03:55:00,SOUTH,PRIORITY,24.55,49.1
ORD002332,CUST00323,2026-03-09 13:23:00,SOUTH,EXPRESS,12.87,74.7
ORD002333,CUST00546,2026-03-28 07:23:00,EAST,STANDARD,10.23,70.2
ORD002334,CUST00807,2026-03-21 07:29:00,EAST,EXPRESS,8.58,67.8
ORD002335,CUST00695,2026-05-17 09:47:00,SOUTH,STANDARD,5.22,109.4
ORD002336,CUST00168,2026-01-29 18:25:00,WEST,EXPRESS,17.51,50.8
ORD002337,CUST00436,2026-05-01 06:44:00,EAST,STANDARD,8.35,90.1
ORD002338,CUST00607,2026-04-14 04:44:00,WEST,STANDARD,6.06,73.4
ORD002339,CUST00726,2026-02-11 03:18:00,CENTRAL,STANDARD,9.96,94.0
ORD002340,CUST00427,2026-03-28 12:52:00,SOUTH,STANDARD,11.89,20.8
ORD002341,CUST00868,2026-05-29 12:41:00,WEST,PRIORITY,22.62,3.3
ORD002342,CUST00251,2026-02-22 05:15:00,WEST,EXPRESS,14.89,36.4
ORD002343,CUST00570,2026-01-27 11:48:00,CENTRAL,PRIORITY,15.89,47.2
ORD002344,CUST00223,2026-03-25 23:48:00,SOUTH,EXPRESS,14.71,97.0
ORD002345,CUST01173,2026-02-17 23:51:00,CENTRAL,EXPRESS,2.18,80.5
ORD002346,CUST00182,2026-04-24 04:39:00,WEST,STANDARD,16.87,50.0
ORD002347,CUST00452,2026-04-20 11:47:00,NORTH,STANDARD,23.91,13.8
ORD002348,CUST00558,2026-05-14 09:27:00,CENTRAL,STANDARD,18.91,24.2
ORD002349,CUST00976,2026-05-02 11:17:00,WEST,EXPRESS,16.49,25.4
ORD002350,CUST00544,2026-01-17 09:08:00,NORTH,PRIORITY,21.65,59.7
ORD002351,CUST01115,2026-01-17 20:12:00,NORTH,STANDARD,24.39,69.8
ORD002352,CUST00331,2026-01-08 06:52:00,SOUTH,STANDARD,20.8,50.7
ORD002353,CUST00068,2026-05-17 10:01:00,NORTH,EXPRESS,15.14,30.3
ORD002354,CUST00675,2026-02-25 07:02:00,CENTRAL,STANDARD,4.07,8.1
ORD002355,CUST00126,2026-05-07 20:04:00,WEST,STANDARD,16.85,58.8
ORD002356,CUST00985,2026-01-19 06:01:00,NORTH,EXPRESS,3.08,105.4
ORD002357,CUST00622,2026-03-26 16:56:00,NORTH,STANDARD,23.33,67.1
ORD002358,CUST00613,2026-02-27 23:29:00,SOUTH,PRIORITY,23.36,9.9
ORD002359,CUST01045,2026-03-09 08:00:00,WEST,STANDARD,21.53,23.3
ORD002360,CUST00618,2026-04-23 03:31:00,NORTH,EXPRESS,9.6,94.1
ORD002361,CUST00244,2026-03-05 15:58:00,EAST,EXPRESS,2.09,29.3
ORD002362,CUST00380,2026-03-12 23:32:00,NORTH,STANDARD,6.48,42.0
ORD002363,CUST00639,2026-01-14 21:54:00,NORTH,STANDARD,9.21,58.9
ORD002364,CUST01067,2026-04-06 22:52:00,EAST,STANDARD,15.19,61.3
ORD002365,CUST00757,2026-01-20 12:58:00,CENTRAL,PRIORITY,17.58,41.5
ORD002366,CUST01034,2026-02-24 04:18:00,SOUTH,EXPRESS,4.77,76.9
ORD002367,CUST00828,2026-01-25 12:15:00,EAST,STANDARD,0.84,46.6
ORD002368,CUST00563,2026-01-21 11:58:00,SOUTH,STANDARD,20.5,61.6
ORD002369,CUST01049,2026-03-23 06:34:00,NORTH,EXPRESS,0.29,76.9
ORD002370,CUST00206,2026-03-30 16:45:00,SOUTH,STANDARD,0.39,49.5
ORD002371,CUST00331,2026-01-26 17:41:00,SOUTH,STANDARD,3.87,21.8
ORD002372,CUST00319,2026-04-07 00:10:00,SOUTH,STANDARD,15.23,71.9
ORD002373,CUST00080,2026-05-13 11:12:00,CENTRAL,STANDARD,15.21,14.8
ORD002374,CUST00061,2026-05-22 04:58:00,EAST,STANDARD,24.19,113.3
ORD002375,CUST00269,2026-01-02 15:26:00,WEST,STANDARD,16.06,112.4
ORD002376,CUST00493,2026-01-06 13:37:00,SOUTH,PRIORITY,0.63,9.7
ORD002377,CUST00675,2026-02-14 09:52:00,EAST,STANDARD,8.46,91.3
ORD002378,CUST00931,2026-02-22 15:34:00,SOUTH,STANDARD,4.55,77.3
ORD002379,CUST00455,2026-05-18 21:03:00,EAST,STANDARD,22.84,77.5
ORD002380,CUST00299,2026-01-18 23:18:00,SOUTH,EXPRESS,15.59,108.7
ORD002381,CUST01180,2026-01-03 18:02:00,EAST,EXPRESS,13.9,115.0
ORD002382,CUST00570,2026-02-04 05:08:00,CENTRAL,EXPRESS,0.22,50.9
ORD002383,CUST00736,2026-01-29 03:27:00,CENTRAL,EXPRESS,13.67,2.8
ORD002384,CUST00927,2026-05-18 21:39:00,EAST,STANDARD,22.36,10.9
ORD002385,CUST00191,2026-02-10 18:51:00,WEST,EXPRESS,1.91,70.9
ORD002386,CUST00575,2026-02-05 15:34:00,WEST,EXPRESS,15.48,20.1
ORD002387,CUST00618,2026-03-25 23:02:00,WEST,EXPRESS,4.67,96.5
ORD002388,CUST00514,2026-02-01 22:41:00,SOUTH,STANDARD,0.32,4.8
ORD002389,CUST00631,2026-01-21 09:15:00,EAST,STANDARD,23.57,48.4
ORD002390,CUST01198,2026-01-06 11:48:00,WEST,STANDARD,12.57,97.3
ORD002391,CUST00756,2026-03-24 13:35:00,NORTH,STANDARD,19.12,27.4
ORD002392,CUST00170,2026-02-28 21:31:00,CENTRAL,PRIORITY,3.65,47.0
ORD002393,CUST00892,2026-03-13 16:01:00,SOUTH,PRIORITY,17.32,72.4
ORD002394,CUST00285,2026-01-25 02:26:00,NORTH,STANDARD,10.3,65.4
ORD002395,CUST00361,2026-03-16 04:21:00,WEST,EXPRESS,11.98,118.9
ORD002396,CUST00442,2026-01-23 07:08:00,SOUTH,STANDARD,12.6,36.9
ORD002397,CUST00093,2026-03-18 08:12:00,NORTH,EXPRESS,1.41,69.6
ORD002398,CUST00127,2026-01-01 15:00:00,NORTH,EXPRESS,4.76,70.2
ORD002399,CUST00300,2026-02-03 18:48:00,EAST,STANDARD,18.0,34.4
ORD002400,CUST00006,2026-05-13 14:43:00,WEST,STANDARD,15.62,107.9
ORD002401,CUST00445,2026-01-26 03:19:00,SOUTH,STANDARD,9.75,75.7
ORD002402,CUST00590,2026-02-14 20:41:00,WEST,STANDARD,18.55,74.2
ORD002403,CUST00165,2026-05-03 05:37:00,WEST,PRIORITY,10.81,51.1
ORD002404,CUST00857,2026-01-13 10:16:00,SOUTH,STANDARD,14.47,66.9
ORD002405,CUST00834,2026-05-01 19:06:00,NORTH,EXPRESS,15.7,19.5
ORD002406,CUST00905,2026-01-05 15:02:00,WEST,EXPRESS,12.05,51.9
ORD002407,CUST00407,2026-05-05 18:14:00,WEST,STANDARD,9.02,19.5
ORD002408,CUST00753,2026-03-17 15:09:00,SOUTH,PRIORITY,2.28,35.0
ORD002409,CUST00083,2026-01-06 12:20:00,SOUTH,STANDARD,8.55,109.1
ORD002410,CUST00706,2026-04-20 08:59:00,CENTRAL,EXPRESS,9.62,25.8
ORD002411,CUST01135,2026-02-06 23:15:00,WEST,STANDARD,14.34,106.0
ORD002412,CUST00563,2026-05-02 17:28:00,NORTH,EXPRESS,20.13,20.5
ORD002413,CUST00883,2026-03-23 06:44:00,SOUTH,EXPRESS,9.35,96.9
ORD002414,CUST00510,2026-03-31 06:30:00,EAST,EXPRESS,7.99,90.4
ORD002415,CUST01084,2026-03-22 14:00:00,CENTRAL,STANDARD,10.76,20.6
ORD002416,CUST00834,2026-04-25 02:44:00,SOUTH,STANDARD,23.97,69.9
ORD002417,CUST01094,2026-03-03 00:24:00,NORTH,STANDARD,16.87,104.1
ORD002418,CUST00655,2026-05-09 01:45:00,NORTH,EXPRESS,14.69,26.6
ORD002419,CUST01179,2026-01-21 07:40:00,EAST,STANDARD,19.61,45.2
ORD002420,CUST01127,2026-05-06 18:47:00,NORTH,STANDARD,8.75,59.6
ORD002421,CUST00239,2026-04-05 20:49:00,EAST,EXPRESS,1.49,3.9
ORD002422,CUST00295,2026-05-22 04:24:00,SOUTH,STANDARD,16.2,105.8
ORD002423,CUST00809,2026-03-31 03:08:00,WEST,EXPRESS,11.24,48.1
ORD002424,CUST01066,2026-03-19 20:42:00,SOUTH,STANDARD,1.87,17.5
ORD002425,CUST00599,2026-04-02 21:17:00,EAST,STANDARD,20.46,93.0
ORD002426,CUST01181,2026-03-11 14:43:00,NORTH,PRIORITY,12.84,112.7
ORD002427,CUST00424,2026-03-11 15:26:00,NORTH,EXPRESS,16.07,31.1
ORD002428,CUST00859,2026-02-21 05:02:00,CENTRAL,EXPRESS,1.49,104.2
ORD002429,CUST00192,2026-04-13 21:49:00,SOUTH,STANDARD,20.66,116.3
ORD002430,CUST00707,2026-05-24 12:49:00,CENTRAL,EXPRESS,22.39,77.4
ORD002431,CUST01044,2026-04-16 07:17:00,NORTH,STANDARD,16.02,8.3
ORD002432,CUST01043,2026-03-04 03:10:00,NORTH,EXPRESS,20.87,23.7
ORD002433,CUST00978,2026-02-26 17:41:00,WEST,STANDARD,12.74,24.5
ORD002434,CUST00578,2026-03-23 16:37:00,NORTH,STANDARD,20.43,66.3
ORD002435,CUST00317,2026-03-26 11:05:00,NORTH,STANDARD,15.24,83.6
ORD002436,CUST01057,2026-03-13 02:42:00,WEST,PRIORITY,13.03,51.3
ORD002437,CUST00730,2026-04-16 16:18:00,CENTRAL,STANDARD,5.14,50.2
ORD002438,CUST01099,2026-02-08 00:03:00,EAST,STANDARD,9.04,65.2
ORD002439,CUST00901,2026-05-09 16:45:00,SOUTH,STANDARD,6.32,114.3
ORD002440,CUST00194,2026-03-27 11:16:00,WEST,STANDARD,1.27,82.1
ORD002441,CUST01123,2026-03-30 12:27:00,CENTRAL,EXPRESS,0.31,105.1
ORD002442,CUST00947,2026-02-02 19:03:00,WEST,EXPRESS,10.86,67.7
ORD002443,CUST00760,2026-05-28 21:20:00,NORTH,STANDARD,3.32,62.6
ORD002444,CUST00391,2026-01-02 15:26:00,CENTRAL,PRIORITY,23.11,15.9
ORD002445,CUST00342,2026-03-30 07:40:00,WEST,STANDARD,23.01,114.1
ORD002446,CUST00985,2026-04-30 00:41:00,CENTRAL,PRIORITY,5.12,93.8
ORD002447,CUST00300,2026-01-14 13:44:00,NORTH,EXPRESS,17.96,34.2
ORD002448,CUST00107,2026-03-05 17:55:00,WEST,EXPRESS,17.36,54.2
ORD002449,CUST00247,2026-05-04 15:35:00,CENTRAL,STANDARD,11.97,45.8
ORD002450,CUST00607,2026-01-08 15:47:00,CENTRAL,EXPRESS,17.1,63.4
ORD002451,CUST00033,2026-01-04 10:18:00,CENTRAL,EXPRESS,3.98,112.4
ORD002452,CUST00940,2026-04-24 20:55:00,SOUTH,PRIORITY,4.72,100.7
ORD002453,CUST00028,2026-03-25 17:53:00,NORTH,STANDARD,7.26,80.9
ORD002454,CUST00235,2026-01-16 06:57:00,EAST,STANDARD,17.61,6.2
ORD002455,CUST00063,2026-04-02 23:39:00,NORTH,STANDARD,8.85,69.0
ORD002456,CUST00417,2026-02-10 10:03:00,EAST,STANDARD,12.61,25.6
ORD002457,CUST00221,2026-02-21 21:27:00,CENTRAL,STANDARD,14.34,98.4
ORD002458,CUST00794,2026-02-21 21:12:00,SOUTH,EXPRESS,0.77,25.7
ORD002459,CUST00867,2026-03-08 16:07:00,SOUTH,EXPRESS,3.72,47.7
ORD002460,CUST00264,2026-02-23 01:27:00,NORTH,STANDARD,1.05,105.8
ORD002461,CUST00102,2026-01-16 23:18:00,EAST,EXPRESS,9.55,3.1
ORD002462,CUST01015,2026-01-22 02:26:00,WEST,PRIORITY,5.23,7.8
ORD002463,CUST00445,2026-03-11 16:18:00,CENTRAL,EXPRESS,20.85,24.9
ORD002464,CUST01078,2026-05-30 15:56:00,CENTRAL,STANDARD,1.84,53.8
ORD002465,CUST00092,2026-02-01 19:59:00,CENTRAL,EXPRESS,23.72,41.0
ORD002466,CUST00369,2026-04-25 00:38:00,NORTH,EXPRESS,5.91,110.9
ORD002467,CUST00182,2026-02-14 09:14:00,WEST,STANDARD,13.44,77.5
ORD002468,CUST00137,2026-03-05 17:53:00,CENTRAL,STANDARD,11.58,84.0
ORD002469,CUST00452,2026-01-14 15:46:00,NORTH,STANDARD,8.85,66.3
ORD002470,CUST00918,2026-04-23 21:17:00,CENTRAL,STANDARD,3.66,67.4
ORD002471,CUST00477,2026-03-28 14:33:00,WEST,EXPRESS,9.03,4.4
ORD002472,CUST01043,2026-04-01 09:44:00,WEST,STANDARD,22.47,79.3
ORD002473,CUST00886,2026-04-10 10:02:00,CENTRAL,PRIORITY,16.74,3.9
ORD002474,CUST00871,2026-03-20 22:33:00,WEST,STANDARD,20.8,62.3
ORD002475,CUST00176,2026-03-14 04:32:00,EAST,STANDARD,13.85,77.3
ORD002476,CUST00652,2026-04-14 05:08:00,CENTRAL,STANDARD,8.22,75.1
ORD002477,CUST00661,2026-04-21 01:41:00,WEST,STANDARD,0.82,100.8
ORD002478,CUST00149,2026-05-10 14:34:00,EAST,STANDARD,11.13,107.1
ORD002479,CUST01194,2026-02-04 13:26:00,CENTRAL,STANDARD,20.61,71.2
ORD002480,CUST00234,2026-02-26 09:17:00,CENTRAL,STANDARD,1.59,78.5
ORD002481,CUST00537,2026-02-19 08:38:00,CENTRAL,EXPRESS,4.69,113.8
ORD002482,CUST00035,2026-05-22 03:24:00,SOUTH,STANDARD,0.65,13.1
ORD002483,CUST00131,2026-04-28 10:34:00,CENTRAL,STANDARD,15.71,59.7
ORD002484,CUST00466,2026-02-04 15:53:00,WEST,EXPRESS,20.56,76.4
ORD002485,CUST00028,2026-05-23 16:36:00,WEST,EXPRESS,0.69,17.2
ORD002486,CUST01176,2026-03-24 09:27:00,EAST,STANDARD,23.64,88.4
ORD002487,CUST01014,2026-05-23 14:08:00,NORTH,EXPRESS,19.11,37.3
ORD002488,CUST01112,2026-03-31 23:43:00,SOUTH,STANDARD,7.74,112.8
ORD002489,CUST00575,2026-03-11 13:48:00,WEST,EXPRESS,24.38,79.9
ORD002490,CUST01038,2026-02-06 08:22:00,EAST,STANDARD,21.43,79.7
ORD002491,CUST00853,2026-04-01 06:36:00,SOUTH,STANDARD,9.91,36.7
ORD002492,CUST00969,2026-03-08 16:21:00,CENTRAL,STANDARD,23.12,108.2
ORD002493,CUST01149,2026-02-10 00:23:00,EAST,STANDARD,21.81,87.7
ORD002494,CUST00626,2026-02-28 08:17:00,NORTH,STANDARD,18.07,71.9
