ORDER_ID,COURIER,WAREHOUSE,HANDOFFS,PRIOR_DELAYS,DELIVERY_DELAY_MINUTES
ORD001062,CityHop,WH-A1,1,5,66.8
ORD001063,CityHop,WH-C3,1,6,46.6
ORD001064,NovaShip,WH-D4,4,1,81.7
ORD001065,CityHop,WH-C3,1,4,72.5
ORD001066,RapidoLog,WH-D4,2,1,74.5
ORD001067,MetroDash,WH-D4,3,3,60.6
ORD001068,MetroDash,WH-C3,2,5,56.0
ORD001069,RapidoLog,WH-B2,1,7,79.6
ORD001070,SwiftRun,WH-D4,0,2,30.3
ORD001071,CityHop,WH-B2,3,8,111.5
ORD001072,SwiftRun,WH-C3,3,6,56.7
ORD001073,MetroDash,WH-A1,1,0,57.4
ORD001074,SwiftRun,WH-B2,2,7,67.2
ORD001075,RapidoLog,WH-C3,2,6,80.3
ORD001076,CityHop,WH-A1,2,4,80.0
ORD001077,CityHop,WH-C3,4,1,108.1
ORD001078,NovaShip,WH-A1,4,8,112.1
ORD001079,NovaShip,WH-D4,5,7,59.5
ORD001080,MetroDash,WH-C3,5,1,76.8
ORD001081,MetroDash,WH-C3,2,7,48.8
ORD001082,NovaShip,WH-C3,1,8,53.0
ORD001083,MetroDash,WH-B2,2,7,114.4
ORD001084,MetroDash,WH-A1,3,1,106.9
ORD001085,CityHop,WH-D4,5,3,102.7
ORD001086,RapidoLog,WH-C3,4,7,74.3
ORD001087,CityHop,WH-D4,3,5,125.9
ORD001088,MetroDash,WH-D4,3,6,84.3
ORD001089,RapidoLog,WH-A1,4,5,75.0
ORD001090,RapidoLog,WH-B2,2,0,50.6
ORD001091,SwiftRun,WH-C3,1,8,100.5
ORD001092,SwiftRun,WH-B2,2,8,73.8
ORD001093,MetroDash,WH-C3,2,6,95.9
ORD001094,RapidoLog,WH-A1,1,4,73.0
ORD001095,SwiftRun,WH-D4,5,6,81.8
ORD001096,RapidoLog,WH-A1,0,8,93.6
ORD001097,CityHop,WH-C3,3,8,84.5
ORD001098,CityHop,WH-D4,0,3,75.1
ORD001099,MetroDash,WH-D4,0,7,77.7
ORD001100,MetroDash,WH-D4,2,7,61.0
ORD001101,SwiftRun,WH-B2,1,7,76.2
ORD001102,SwiftRun,WH-D4,2,6,79.4
ORD001103,NovaShip,WH-D4,0,4,46.0
ORD001104,RapidoLog,WH-A1,0,6,52.7
ORD001105,MetroDash,WH-B2,3,1,57.9
ORD001106,RapidoLog,WH-A1,2,1,80.1
ORD001107,MetroDash,WH-B2,2,8,91.5
ORD001108,MetroDash,WH-B2,4,7,106.8
ORD001109,SwiftRun,WH-C3,5,3,93.6
ORD001110,CityHop,WH-B2,2,0,68.7
ORD001111,CityHop,WH-C3,4,6,104.9
ORD001112,CityHop,WH-A1,1,8,84.4
ORD001113,NovaShip,WH-D4,1,2,59.2
ORD001114,CityHop,WH-A1,0,2,66.5
ORD001115,SwiftRun,WH-B2,4,6,71.8
ORD001116,NovaShip,WH-B2,1,4,65.3
ORD001117,SwiftRun,WH-D4,5,5,114.7
ORD001118,MetroDash,WH-D4,2,2,58.5
ORD001119,CityHop,WH-A1,2,4,69.7
ORD001120,CityHop,WH-C3,5,0,79.8
ORD001121,RapidoLog,WH-D4,1,7,85.3
ORD001122,MetroDash,WH-B2,1,1,39.4
ORD001123,NovaShip,WH-C3,1,0,61.2
ORD001124,NovaShip,WH-A1,5,6,105.4
ORD001125,CityHop,WH-A1,1,7,121.6
ORD001126,CityHop,WH-C3,4,5,113.8
ORD001127,RapidoLog,WH-A1,0,1,56.1
ORD001128,CityHop,WH-D4,0,3,86.0
ORD001129,RapidoLog,WH-C3,1,4,58.6
ORD001130,RapidoLog,WH-C3,0,7,41.7
ORD001131,MetroDash,WH-A1,4,6,96.4
ORD001132,CityHop,WH-A1,4,3,102.4
ORD001133,MetroDash,WH-D4,1,7,81.1
ORD001134,CityHop,WH-A1,1,6,47.0
ORD001135,CityHop,WH-B2,3,8,75.5
ORD001136,MetroDash,WH-C3,5,5,99.2
ORD001137,NovaShip,WH-A1,3,6,107.5
ORD001138,NovaShip,WH-B2,4,2,65.6
ORD001139,MetroDash,WH-C3,3,6,62.4
ORD001140,MetroDash,WH-D4,0,3,54.3
ORD001141,CityHop,WH-A1,3,8,75.5
ORD001142,SwiftRun,WH-D4,1,5,58.7
ORD001143,RapidoLog,WH-D4,4,1,78.7
ORD001144,NovaShip,WH-A1,4,6,89.3
ORD001145,RapidoLog,WH-A1,2,6,67.3
ORD001146,RapidoLog,WH-B2,1,6,45.6
ORD001147,RapidoLog,WH-A1,1,5,54.3
ORD001148,SwiftRun,WH-C3,3,4,77.4
ORD001149,NovaShip,WH-C3,0,2,77.9
ORD001150,NovaShip,WH-C3,1,8,76.9
ORD001151,RapidoLog,WH-C3,0,5,55.9
ORD001152,SwiftRun,WH-D4,2,4,69.2
ORD001153,MetroDash,WH-B2,0,8,74.1
ORD001154,NovaShip,WH-D4,0,1,75.3
ORD001155,SwiftRun,WH-D4,4,1,80.4
ORD001156,SwiftRun,WH-D4,0,3,67.6
ORD001157,SwiftRun,WH-C3,4,7,90.7
ORD001158,MetroDash,WH-C3,2,0,93.2
ORD001159,RapidoLog,WH-C3,0,3,55.6
ORD001160,NovaShip,WH-D4,5,5,128.5
ORD001161,CityHop,WH-D4,1,7,49.1
ORD001162,NovaShip,WH-A1,5,7,70.7
ORD001163,CityHop,WH-C3,3,7,114.7
ORD001164,CityHop,WH-D4,1,6,79.7
ORD001165,MetroDash,WH-B2,0,4,67.1
ORD001166,CityHop,WH-C3,2,1,81.4
ORD001167,RapidoLog,WH-C3,3,2,61.7
ORD001168,SwiftRun,WH-D4,4,6,89.4
ORD001169,NovaShip,WH-A1,4,6,86.0
ORD001170,SwiftRun,WH-D4,4,8,91.4
ORD001171,MetroDash,WH-C3,1,4,75.6
ORD001172,MetroDash,WH-D4,4,1,86.2
ORD001173,SwiftRun,WH-D4,4,7,92.3
ORD001174,NovaShip,WH-A1,3,7,97.0
ORD001175,RapidoLog,WH-D4,3,1,66.6
ORD001176,MetroDash,WH-B2,3,3,68.8
ORD001177,RapidoLog,WH-B2,2,5,56.5
ORD001178,MetroDash,WH-C3,0,3,69.5
ORD001179,NovaShip,WH-C3,3,7,84.7
ORD001180,SwiftRun,WH-B2,4,4,69.3
ORD001181,NovaShip,WH-D4,3,2,95.5
ORD001182,MetroDash,WH-D4,1,7,82.4
ORD001183,CityHop,WH-A1,5,3,105.2
ORD001184,SwiftRun,WH-D4,5,1,84.6
ORD001185,NovaShip,WH-A1,0,7,84.7
ORD001186,RapidoLog,WH-B2,0,4,43.9
ORD001187,MetroDash,WH-C3,0,3,72.5
ORD001188,SwiftRun,WH-B2,3,1,87.4
ORD001189,RapidoLog,WH-C3,4,0,57.8
ORD001190,NovaShip,WH-D4,0,4,40.2
ORD001191,NovaShip,WH-C3,5,4,95.6
ORD001192,MetroDash,WH-D4,0,5,69.1
ORD001193,CityHop,WH-A1,3,5,68.3
ORD001194,CityHop,WH-D4,0,4,41.7
ORD001195,MetroDash,WH-B2,4,2,64.9
ORD001196,CityHop,WH-D4,2,5,83.8
ORD001197,CityHop,WH-D4,4,6,93.7
ORD001198,CityHop,WH-A1,5,3,119.7
ORD001199,RapidoLog,WH-C3,4,8,93.7
ORD001200,RapidoLog,WH-D4,0,6,48.2
ORD001201,SwiftRun,WH-C3,2,8,65.2
ORD001202,RapidoLog,WH-B2,1,4,60.9
ORD001203,CityHop,WH-C3,5,0,87.9
ORD001204,MetroDash,WH-D4,2,5,69.7
ORD001205,SwiftRun,WH-D4,3,6,79.6
ORD001206,NovaShip,WH-C3,4,7,91.6
ORD001207,NovaShip,WH-A1,4,2,84.0
ORD001208,RapidoLog,WH-C3,3,7,88.7
ORD001209,NovaShip,WH-D4,0,6,70.5
ORD001210,MetroDash,WH-C3,4,7,95.0
ORD001211,NovaShip,WH-B2,1,2,63.2
ORD001212,CityHop,WH-A1,2,5,48.6
ORD001213,MetroDash,WH-B2,2,0,65.6
ORD001214,MetroDash,WH-D4,0,7,91.6
ORD001215,SwiftRun,WH-B2,4,8,100.2
ORD001216,MetroDash,WH-A1,4,5,107.9
ORD001217,RapidoLog,WH-D4,0,5,59.9
ORD001218,RapidoLog,WH-D4,0,4,76.7
ORD001219,NovaShip,WH-B2,1,7,49.7
ORD001220,MetroDash,WH-B2,4,2,70.7
ORD001221,RapidoLog,WH-C3,2,5,63.8
ORD001222,NovaShip,WH-D4,4,8,73.2
ORD001223,SwiftRun,WH-A1,3,7,95.4
ORD001224,RapidoLog,WH-D4,2,2,64.6
ORD001225,RapidoLog,WH-D4,5,3,106.5
ORD001226,NovaShip,WH-A1,1,3,66.2
ORD001227,NovaShip,WH-C3,1,5,94.1
ORD001228,MetroDash,WH-B2,0,2,59.5
ORD001229,RapidoLog,WH-C3,1,6,56.1
ORD001230,CityHop,WH-C3,1,4,70.6
ORD001231,CityHop,WH-C3,0,5,51.9
ORD001232,NovaShip,WH-C3,1,5,76.9
ORD001233,NovaShip,WH-B2,3,8,113.5
ORD001234,MetroDash,WH-A1,4,5,104.8
ORD001235,NovaShip,WH-B2,5,2,65.7
ORD001236,RapidoLog,WH-D4,3,7,99.5
ORD001237,CityHop,WH-B2,5,1,89.3
ORD001238,MetroDash,WH-D4,1,6,99.0
ORD001239,CityHop,WH-B2,3,1,80.1
ORD001240,SwiftRun,WH-C3,4,1,74.1
ORD001241,RapidoLog,WH-B2,0,5,57.7
ORD001242,RapidoLog,WH-C3,1,8,58.9
ORD001243,RapidoLog,WH-D4,3,0,57.0
ORD001244,CityHop,WH-C3,0,0,34.4
ORD001245,CityHop,WH-A1,5,7,94.4
ORD001246,SwiftRun,WH-A1,4,1,53.3
ORD001247,RapidoLog,WH-D4,5,0,79.7
ORD001248,RapidoLog,WH-A1,1,2,64.9
ORD001249,RapidoLog,WH-C3,2,5,86.3
ORD001250,MetroDash,WH-B2,4,8,112.7
ORD001251,RapidoLog,WH-A1,2,5,66.0
ORD001252,CityHop,WH-D4,5,2,108.3
ORD001253,RapidoLog,WH-C3,1,2,51.7
ORD001254,NovaShip,WH-B2,3,1,84.3
ORD001255,CityHop,WH-B2,5,5,108.0
ORD001256,MetroDash,WH-D4,0,3,58.5
ORD001257,MetroDash,WH-B2,1,7,62.9
ORD001258,RapidoLog,WH-D4,4,8,77.4
ORD001259,NovaShip,WH-D4,5,4,88.6
ORD001260,NovaShip,WH-C3,0,2,66.7
ORD001261,NovaShip,WH-D4,4,5,95.9
ORD001262,MetroDash,WH-D4,2,0,64.0
ORD001263,MetroDash,WH-A1,4,7,91.1
ORD001264,CityHop,WH-C3,5,0,98.3
ORD001265,NovaShip,WH-C3,2,3,34.6
ORD001266,NovaShip,WH-A1,5,5,79.3
ORD001267,MetroDash,WH-B2,4,2,72.4
ORD001268,RapidoLog,WH-D4,3,7,63.9
ORD001269,CityHop,WH-D4,0,2,73.5
ORD001270,SwiftRun,WH-A1,4,0,78.2
ORD001271,CityHop,WH-D4,2,0,93.6
ORD001272,MetroDash,WH-C3,0,2,48.3
ORD001273,MetroDash,WH-B2,3,0,71.4
ORD001274,NovaShip,WH-B2,0,7,31.8
ORD001275,NovaShip,WH-D4,3,1,74.2
ORD001276,RapidoLog,WH-A1,2,0,85.8
ORD001277,CityHop,WH-D4,4,3,104.2
ORD001278,RapidoLog,WH-A1,2,8,74.5
ORD001279,SwiftRun,WH-A1,1,1,66.0
ORD001280,SwiftRun,WH-C3,3,3,71.0
ORD001281,NovaShip,WH-B2,4,5,83.3
ORD001282,SwiftRun,WH-B2,3,3,61.7
ORD001283,SwiftRun,WH-C3,0,3,64.7
ORD001284,SwiftRun,WH-B2,1,3,31.7
ORD001285,CityHop,WH-D4,5,0,83.4
ORD001286,SwiftRun,WH-D4,1,3,56.8
ORD001287,MetroDash,WH-C3,1,4,87.6
ORD001288,SwiftRun,WH-D4,1,1,66.3
ORD001289,SwiftRun,WH-A1,1,0,65.4
ORD001290,NovaShip,WH-A1,5,8,92.3
ORD001291,MetroDash,WH-C3,2,2,34.0
ORD001292,MetroDash,WH-B2,2,7,70.1
ORD001293,MetroDash,WH-B2,4,5,94.4
ORD001294,CityHop,WH-C3,0,2,85.9
ORD001295,RapidoLog,WH-A1,1,0,41.9
ORD001296,MetroDash,WH-D4,4,4,85.9
ORD001297,CityHop,WH-B2,1,4,83.6
ORD001298,MetroDash,WH-A1,3,6,67.0
ORD001299,RapidoLog,WH-D4,3,7,79.5
ORD001300,NovaShip,WH-B2,1,3,62.4
ORD001301,CityHop,WH-D4,4,6,97.8
ORD001302,NovaShip,WH-D4,0,3,67.8
ORD001303,RapidoLog,WH-B2,3,0,73.6
ORD001304,MetroDash,WH-B2,3,5,68.6
ORD001305,NovaShip,WH-A1,5,1,87.4
ORD001306,MetroDash,WH-B2,1,4,73.4
ORD001307,RapidoLog,WH-C3,5,2,77.7
ORD001308,RapidoLog,WH-B2,4,8,82.2
ORD001309,MetroDash,WH-D4,0,0,61.8
ORD001310,CityHop,WH-D4,4,2,98.6
ORD001311,SwiftRun,WH-C3,0,2,60.9
ORD001312,CityHop,WH-C3,5,1,88.0
ORD001313,MetroDash,WH-C3,2,3,64.2
ORD001314,CityHop,WH-C3,3,6,53.3
ORD001315,SwiftRun,WH-C3,4,0,74.1
ORD001316,RapidoLog,WH-D4,0,4,67.3
ORD001317,RapidoLog,WH-C3,1,5,64.8
ORD001318,CityHop,WH-A1,0,2,66.0
ORD001319,MetroDash,WH-A1,0,0,45.9
ORD001320,RapidoLog,WH-C3,5,1,76.4
ORD001321,SwiftRun,WH-A1,0,6,69.6
ORD001322,MetroDash,WH-D4,4,2,88.8
ORD001323,SwiftRun,WH-A1,1,3,34.9
ORD001324,CityHop,WH-B2,1,6,75.3
ORD001325,CityHop,WH-B2,4,0,79.3
ORD001326,SwiftRun,WH-D4,0,7,38.4
ORD001327,NovaShip,WH-A1,4,4,123.1
ORD001328,NovaShip,WH-B2,1,2,63.5
ORD001329,RapidoLog,WH-D4,3,7,95.2
ORD001330,MetroDash,WH-D4,2,0,67.9
ORD001331,SwiftRun,WH-D4,3,2,75.0
ORD001332,MetroDash,WH-B2,3,7,103.4
ORD001333,SwiftRun,WH-A1,2,7,80.4
ORD001334,MetroDash,WH-C3,5,4,69.8
ORD001335,CityHop,WH-B2,2,7,91.5
ORD001336,CityHop,WH-D4,2,8,93.4
ORD001337,NovaShip,WH-B2,5,3,100.1
ORD001338,MetroDash,WH-C3,0,8,88.3
ORD001339,SwiftRun,WH-D4,3,3,66.5
ORD001340,CityHop,WH-D4,4,2,78.3
ORD001341,MetroDash,WH-A1,2,0,58.2
ORD001342,SwiftRun,WH-C3,2,3,56.4
ORD001343,CityHop,WH-D4,1,7,78.6
ORD001344,NovaShip,WH-D4,2,2,56.1
ORD001345,CityHop,WH-B2,2,6,98.4
ORD001346,CityHop,WH-C3,4,0,96.1
ORD001347,SwiftRun,WH-B2,5,3,103.1
ORD001348,NovaShip,WH-A1,4,6,116.1
ORD001349,MetroDash,WH-A1,2,3,53.6
ORD001350,SwiftRun,WH-B2,1,2,56.0
ORD001351,SwiftRun,WH-C3,3,0,65.4
ORD001352,RapidoLog,WH-A1,2,1,34.0
ORD001353,NovaShip,WH-A1,5,4,68.1
ORD001354,CityHop,WH-D4,0,4,51.3
ORD001355,RapidoLog,WH-B2,1,1,58.5
ORD001356,MetroDash,WH-C3,2,7,65.6
ORD001357,NovaShip,WH-A1,2,0,77.4
ORD001358,RapidoLog,WH-B2,3,7,82.5
ORD001359,SwiftRun,WH-A1,0,0,42.2
ORD001360,SwiftRun,WH-A1,2,3,64.7
ORD001361,SwiftRun,WH-A1,2,2,49.3
ORD001362,SwiftRun,WH-A1,5,3,91.7
ORD001363,SwiftRun,WH-B2,1,1,43.6
ORD001364,NovaShip,WH-A1,5,1,94.8
ORD001365,CityHop,WH-B2,1,7,74.5
ORD001366,SwiftRun,WH-C3,2,1,60.2
ORD001367,NovaShip,WH-B2,2,5,71.5
ORD001368,RapidoLog,WH-D4,2,6,54.9
ORD001369,RapidoLog,WH-D4,4,2,73.6
ORD001370,NovaShip,WH-B2,1,6,77.6
ORD001371,NovaShip,WH-A1,4,0,93.9
ORD001372,CityHop,WH-C3,4,6,101.8
ORD001373,SwiftRun,WH-B2,5,7,99.6
ORD001374,RapidoLog,WH-B2,0,4,69.6
ORD001375,MetroDash,WH-A1,0,0,54.8
ORD001376,RapidoLog,WH-A1,5,4,81.0
ORD001377,RapidoLog,WH-A1,5,7,109.9
ORD001378,NovaShip,WH-A1,3,5,82.2
ORD001379,RapidoLog,WH-C3,4,1,84.3
ORD001380,SwiftRun,WH-C3,2,8,62.1
ORD001381,SwiftRun,WH-D4,0,8,41.7
ORD001382,NovaShip,WH-D4,1,7,56.0
ORD001383,MetroDash,WH-A1,1,7,62.0
ORD001384,NovaShip,WH-D4,1,7,77.3
ORD001385,NovaShip,WH-A1,3,7,107.5
ORD001386,RapidoLog,WH-D4,0,4,56.8
ORD001387,CityHop,WH-D4,3,8,106.6
ORD001388,RapidoLog,WH-C3,4,4,76.3
ORD001389,MetroDash,WH-B2,2,2,49.8
ORD001390,NovaShip,WH-A1,2,2,43.5
ORD001391,RapidoLog,WH-B2,0,2,32.4
ORD001392,SwiftRun,WH-D4,4,1,61.6
ORD001393,MetroDash,WH-C3,3,0,66.4
ORD001394,RapidoLog,WH-D4,4,3,94.8
ORD001395,MetroDash,WH-B2,4,8,81.3
ORD001396,MetroDash,WH-A1,2,4,85.8
ORD001397,NovaShip,WH-C3,2,7,89.3
ORD001398,CityHop,WH-A1,5,7,109.1
ORD001399,CityHop,WH-C3,4,8,78.6
ORD001400,CityHop,WH-D4,2,4,118.1
ORD001401,CityHop,WH-B2,5,5,105.8
ORD001402,CityHop,WH-B2,1,5,60.3
ORD001403,NovaShip,WH-D4,4,5,93.6
ORD001404,MetroDash,WH-C3,3,7,90.0
ORD001405,RapidoLog,WH-D4,4,1,61.1
ORD001406,SwiftRun,WH-A1,2,1,70.6
ORD001407,RapidoLog,WH-B2,0,0,40.8
ORD001408,CityHop,WH-C3,1,2,71.7
ORD001409,RapidoLog,WH-B2,4,0,76.6
ORD001410,MetroDash,WH-D4,4,2,69.3
ORD001411,NovaShip,WH-D4,3,3,70.2
ORD001412,NovaShip,WH-D4,0,8,100.5
ORD001413,SwiftRun,WH-D4,4,6,103.7
ORD001414,RapidoLog,WH-B2,1,5,50.0
ORD001415,NovaShip,WH-D4,0,3,60.5
ORD001416,RapidoLog,WH-D4,0,6,53.4
ORD001417,MetroDash,WH-B2,1,8,76.2
ORD001418,MetroDash,WH-A1,4,8,79.5
ORD001419,MetroDash,WH-D4,2,2,79.3
ORD001420,MetroDash,WH-C3,4,7,89.0
ORD001421,SwiftRun,WH-A1,0,4,91.1
ORD001422,NovaShip,WH-B2,1,0,59.7
ORD001423,SwiftRun,WH-D4,1,2,50.1
ORD001424,MetroDash,WH-D4,1,1,59.1
ORD001425,SwiftRun,WH-C3,3,8,66.9
ORD001426,NovaShip,WH-C3,4,6,94.6
ORD001427,SwiftRun,WH-B2,0,5,62.0
ORD001428,SwiftRun,WH-B2,3,2,46.2
ORD001429,SwiftRun,WH-B2,3,4,64.8
ORD001430,MetroDash,WH-A1,2,5,66.9
ORD001431,SwiftRun,WH-C3,2,8,68.3
ORD001432,SwiftRun,WH-A1,1,8,58.8
ORD001433,RapidoLog,WH-D4,2,7,73.0
ORD001434,RapidoLog,WH-A1,5,8,122.9
ORD001435,CityHop,WH-D4,5,4,78.2
ORD001436,CityHop,WH-A1,1,3,81.1
ORD001437,NovaShip,WH-C3,1,0,71.2
ORD001438,MetroDash,WH-D4,0,1,37.2
ORD001439,CityHop,WH-C3,5,5,99.3
ORD001440,SwiftRun,WH-D4,3,4,62.4
ORD001441,NovaShip,WH-C3,2,1,78.7
ORD001442,NovaShip,WH-C3,3,6,87.1
ORD001443,SwiftRun,WH-C3,0,6,42.7
ORD001444,RapidoLog,WH-D4,3,3,77.8
ORD001445,MetroDash,WH-C3,4,6,89.7
ORD001446,MetroDash,WH-A1,0,7,66.0
ORD001447,CityHop,WH-A1,0,2,80.4
ORD001448,MetroDash,WH-B2,3,7,70.0
ORD001449,NovaShip,WH-C3,1,1,57.9
ORD001450,SwiftRun,WH-D4,2,2,66.4
ORD001451,RapidoLog,WH-D4,1,4,69.6
ORD001452,MetroDash,WH-A1,3,2,59.4
ORD001453,MetroDash,WH-D4,3,6,93.9
ORD001454,SwiftRun,WH-C3,1,6,78.0
ORD001455,RapidoLog,WH-B2,3,7,90.2
ORD001456,CityHop,WH-B2,0,2,57.3
ORD001457,MetroDash,WH-B2,4,7,114.8
ORD001458,NovaShip,WH-C3,2,0,58.8
ORD001459,NovaShip,WH-C3,4,6,97.3
ORD001460,NovaShip,WH-D4,0,4,69.0
ORD001461,RapidoLog,WH-D4,4,3,106.8
ORD001462,MetroDash,WH-C3,3,4,72.3
ORD001463,RapidoLog,WH-A1,3,0,101.3
ORD001464,CityHop,WH-A1,3,3,51.0
ORD001465,RapidoLog,WH-C3,1,8,53.6
ORD001466,MetroDash,WH-C3,1,4,76.1
ORD001467,SwiftRun,WH-C3,2,8,37.2
ORD001468,CityHop,WH-B2,0,7,36.4
ORD001469,SwiftRun,WH-D4,5,4,79.5
ORD001470,SwiftRun,WH-A1,0,2,35.5
ORD001471,CityHop,WH-A1,2,6,88.6
ORD001472,NovaShip,WH-A1,5,3,76.8
ORD001473,SwiftRun,WH-A1,3,3,96.4
ORD001474,RapidoLog,WH-A1,1,1,70.1
ORD001475,NovaShip,WH-C3,0,0,56.5
ORD001476,SwiftRun,WH-C3,5,2,54.1
ORD001477,SwiftRun,WH-C3,0,7,47.1
ORD001478,NovaShip,WH-A1,2,1,84.5
ORD001479,NovaShip,WH-A1,1,0,47.6
ORD001480,NovaShip,WH-C3,4,4,69.7
ORD001481,CityHop,WH-C3,5,0,121.4
ORD001482,SwiftRun,WH-C3,1,8,76.4
ORD001483,SwiftRun,WH-A1,3,3,71.5
ORD001484,MetroDash,WH-D4,4,3,76.6
ORD001485,CityHop,WH-C3,1,6,73.0
ORD001486,RapidoLog,WH-C3,5,7,107.7
ORD001487,NovaShip,WH-B2,5,1,101.5
ORD001488,MetroDash,WH-B2,2,1,62.5
ORD001489,SwiftRun,WH-C3,1,7,76.6
ORD001490,CityHop,WH-D4,5,3,81.3
ORD001491,MetroDash,WH-D4,3,4,99.2
ORD001492,RapidoLog,WH-C3,1,6,74.6
ORD001493,RapidoLog,WH-A1,4,7,82.7
ORD001494,RapidoLog,WH-B2,3,2,89.8
ORD001495,NovaShip,WH-B2,0,4,62.8
ORD001496,NovaShip,WH-A1,1,4,67.3
ORD001497,NovaShip,WH-B2,5,7,95.8
ORD001498,MetroDash,WH-A1,5,4,107.2
ORD001499,NovaShip,WH-C3,0,6,80.1
ORD001500,NovaShip,WH-C3,3,3,77.3
ORD001501,MetroDash,WH-D4,0,3,30.6
ORD001502,MetroDash,WH-C3,0,0,43.2
ORD001503,RapidoLog,WH-B2,0,5,91.5
ORD001504,MetroDash,WH-A1,3,4,78.4
ORD001505,RapidoLog,WH-C3,0,1,40.6
ORD001506,RapidoLog,WH-B2,0,1,54.5
ORD001507,SwiftRun,WH-B2,1,3,63.6
ORD001508,MetroDash,WH-C3,5,4,78.5
ORD001509,MetroDash,WH-C3,0,8,50.4
ORD001510,SwiftRun,WH-D4,1,2,38.5
ORD001511,NovaShip,WH-C3,3,2,82.8
ORD001512,CityHop,WH-C3,2,3,77.1
ORD001513,SwiftRun,WH-A1,5,2,88.2
ORD001514,MetroDash,WH-A1,4,2,103.8
ORD001515,NovaShip,WH-A1,1,8,62.6
ORD001516,SwiftRun,WH-D4,3,3,79.7
ORD001517,RapidoLog,WH-A1,3,8,62.3
ORD001518,SwiftRun,WH-A1,5,0,58.5
ORD001519,SwiftRun,WH-A1,5,3,76.9
ORD001520,NovaShip,WH-A1,5,2,76.7
ORD001521,CityHop,WH-C3,2,2,83.2
ORD001522,MetroDash,WH-B2,2,8,89.6
ORD001523,SwiftRun,WH-A1,0,4,54.9
ORD001524,RapidoLog,WH-A1,1,6,49.2
ORD001525,SwiftRun,WH-C3,2,2,73.9
ORD001526,RapidoLog,WH-D4,4,5,69.6
ORD001527,NovaShip,WH-B2,1,1,93.5
ORD001528,NovaShip,WH-A1,2,4,57.1
ORD001529,RapidoLog,WH-B2,4,1,82.5
ORD001530,NovaShip,WH-C3,3,4,63.1
ORD001531,NovaShip,WH-D4,1,1,52.5
ORD001532,RapidoLog,WH-B2,2,5,66.0
ORD001533,CityHop,WH-B2,2,3,83.3
ORD001534,CityHop,WH-A1,1,1,70.6
ORD001535,CityHop,WH-C3,5,2,85.3
ORD001536,CityHop,WH-B2,1,3,85.1
ORD001537,SwiftRun,WH-D4,5,3,84.0
ORD001538,SwiftRun,WH-A1,4,3,75.2
ORD001539,RapidoLog,WH-C3,1,0,46.8
ORD001540,RapidoLog,WH-A1,3,8,67.3
ORD001541,MetroDash,WH-B2,0,0,40.7
ORD001542,MetroDash,WH-D4,2,7,83.1
ORD001543,RapidoLog,WH-A1,4,3,67.1
ORD001544,NovaShip,WH-C3,0,8,94.2
ORD001545,NovaShip,WH-B2,3,3,86.9
ORD001546,CityHop,WH-C3,3,1,73.2
ORD001547,NovaShip,WH-D4,5,0,87.2
ORD001548,SwiftRun,WH-A1,0,2,23.5
ORD001549,SwiftRun,WH-B2,2,6,70.8
ORD001550,MetroDash,WH-A1,1,3,48.3
ORD001551,RapidoLog,WH-A1,3,7,70.7
ORD001552,SwiftRun,WH-A1,1,4,50.6
ORD001553,MetroDash,WH-D4,5,8,87.2
ORD001554,SwiftRun,WH-A1,5,5,73.8
ORD001555,NovaShip,WH-A1,2,4,36.1
ORD001556,NovaShip,WH-D4,4,6,85.6
ORD001557,RapidoLog,WH-A1,4,4,106.9
ORD001558,SwiftRun,WH-C3,4,3,71.0
ORD001559,CityHop,WH-B2,3,6,88.4
ORD001560,RapidoLog,WH-A1,3,6,75.6
ORD001561,MetroDash,WH-B2,2,5,57.8
ORD001562,SwiftRun,WH-C3,3,1,56.6
ORD001563,MetroDash,WH-D4,4,5,80.0
ORD001564,SwiftRun,WH-B2,0,8,63.6
ORD001565,MetroDash,WH-C3,4,5,110.5
ORD001566,CityHop,WH-C3,5,0,77.2
ORD001567,NovaShip,WH-D4,4,6,81.7
ORD001568,NovaShip,WH-C3,0,0,39.6
ORD001569,NovaShip,WH-A1,5,5,101.9
ORD001570,RapidoLog,WH-B2,0,5,83.9
ORD001571,NovaShip,WH-C3,3,2,102.7
ORD001572,MetroDash,WH-C3,0,8,55.8
ORD001573,SwiftRun,WH-B2,4,1,82.6
ORD001574,RapidoLog,WH-B2,0,2,57.5
ORD001575,RapidoLog,WH-A1,3,0,91.8
ORD001576,MetroDash,WH-D4,1,8,81.5
ORD001577,SwiftRun,WH-B2,1,7,81.9
ORD001578,NovaShip,WH-C3,0,2,67.0
ORD001579,CityHop,WH-A1,1,7,104.0
ORD001580,RapidoLog,WH-B2,1,1,99.5
ORD001581,MetroDash,WH-A1,5,3,89.1
ORD001582,NovaShip,WH-D4,1,6,105.3
ORD001583,NovaShip,WH-C3,3,0,66.4
ORD001584,RapidoLog,WH-D4,5,1,104.7
ORD001585,RapidoLog,WH-B2,0,5,78.7
ORD001586,MetroDash,WH-A1,3,5,76.3
ORD001587,CityHop,WH-D4,4,2,93.5
ORD001588,NovaShip,WH-A1,4,8,96.4
ORD001589,SwiftRun,WH-B2,1,0,47.6
ORD001590,CityHop,WH-C3,5,2,107.0
ORD001591,SwiftRun,WH-A1,2,5,50.7
ORD001592,MetroDash,WH-B2,4,6,88.9
